irn,DarYearCollected,DarHigherTaxon,DarCollector,DarCollector2,DarStateProvince,DarCounty,DarLocality,DarIdentifiedBy
26606,1876,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae",R.Rathbun,,Pernambuco,,"Candeias, Reef","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
26617,1876,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae",R.Rathbun,,Pernambuco,,"Candeias, Reef","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
26263,1876,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae",R.Rathbun,,Pernambuco,,"Candeias, Reef","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
26270,1876,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae",R.Rathbun,,Pernambuco,,"Candeias, Reef","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
26279,1876,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae",R.Rathbun,,Paraiba,,,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
26562,1876,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae",R.Rathbun,,Paraiba,,,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
26573,1876,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae",R.Rathbun,,Paraiba,,,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
26253,1876,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae",R.Rathbun,,Paraiba,,,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
26298,1876,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae",R.Rathbun,,Paraiba,,,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
26306,1876,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae",R.Rathbun,,Paraiba,,,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
26287,1876,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae",R.Rathbun,,Paraiba,,,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
26384,1876,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae",R.Rathbun,,Bahia,,Mapele,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
26385,1876,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae",R.Rathbun,,Bahia,,Mapele,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
26595,1876,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae",R.Rathbun,,Bahia,,Mapele,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
26238,1876,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae",R.Rathbun,,Bahia,,Mapele,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
26247,1876,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae",R.Rathbun,,Bahia,,Mapele,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
26227,1876,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae",R.Rathbun,,Bahia,,Mapele,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
26584,1876,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae",R.Rathbun,,Bahia,,Mapele,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
26382,1876,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae",R.Rathbun,,Bahia,,Mapele,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
24198,1876,"Animalia, Cnidaria, Anthozoa, Octocorallia, Alcyonacea, Stolonifera, Clavulariidae, Telestinae",R.Rathbun,,Bahia,,"Caravelas, Barra, Beach","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
11183,1876,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Conica, Thyroscyphidae",R.Rathbun,,Bahia,,Caracillas,
41171,1876,"Animalia, Cnidaria, Hydrozoa",R.Rathbun,,Bahia,,Caravelas,
15722,1876,"Animalia, Cnidaria, Hydrozoa",R.Rathbun,,Bahia,,"Caravelas, Barra Beach",
314980,1877,"Animalia, Echinodermata, Asteroidea, Paxillosida, Astropectinidae",R.Rathbun,,Rio de Janeiro,,"Rio De Janeiro, Off Of","Rathbun, R."
20372,1877,"Animalia, Cnidaria, Anthozoa, Octocorallia, Pennatulacea, Renillidae",R.Rathbun,,Rio de Janeiro,,Rio De Janeiro,"Deichmann, Elizabeth"
24047,1877,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae",R.Rathbun,,Rio de Janeiro,,"Guanabara Bay, Ilha Paqueta","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
11655,1877,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae",R.Rathbun,,Rio de Janeiro,,"Guanabara Bay, Ilha Paqueta","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
24197,1877,"Animalia, Cnidaria, Anthozoa, Octocorallia, Alcyonacea, Stolonifera, Clavulariidae, Telestinae",R.Rathbun,,Rio de Janeiro,,"Rio De Janeiro Bay, Off Paqueta","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"
917654,1877,"Animalia, Bryozoa",R.Rathbun,,Rio de Janeiro,,"Rio De Janeiro Bay, Off Paqueta",
11187,1877,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria",R.Rathbun,,,,Jurujuba,
14554240,1879,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Ocypodidae",R.Rathbun,,Connecticut,New Haven County,"New Haven, shore","Smith, S. I."
14553996,1879,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Ocypodidae",R.Rathbun,,Connecticut,New Haven County,"New Haven, shore","Smith, S. I."
10045356,1879,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Pisidae",R.Rathbun,,Connecticut,,Savin Rock,"Rathbun, Richard, Smithsonian Institution, National Museum of Natural History"
206727,1879,"Animalia, Arthropoda, Crustacea, Maxillopoda, Cirripedia, Thoracica, Balaniformes, Balanomorpha, Balanidae",R.Rathbun,,Connecticut,New Haven County,New Haven,"Pilsbry, Henry A."
206659,1879,"Animalia, Arthropoda, Crustacea, Maxillopoda, Cirripedia, Thoracica, Balaniformes, Balanomorpha, Balanidae",R.Rathbun,,Connecticut,New Haven County,New Haven,"Pilsbry, Henry A."
253690,1879,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Euphausiacea",R.Rathbun,,Maine,,Eastport,"Hansen, H. J."
253689,1879,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Euphausiacea",R.Rathbun,,Maine,,Eastport,"Hansen, H. J."
253688,1879,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Euphausiacea",R.Rathbun,,Maine,,Eastport,"Hansen, H. J."
736911,1880,"Animalia, Annelida, Polychaeta, Sedentaria, Scolecida, Cossuridae",R.Rathbun,,Maine,,Eastport,Webster; Benedict
720725,1880,"Animalia, Annelida, Polychaeta, Sedentaria, Canalipalpata, Spionida, Spioniformia, Apistobranchidae",R.Rathbun,,Maine,,Eastport,Webster; Benedict
720724,1880,"Animalia, Annelida, Polychaeta, Sedentaria, Scolecida, Paraonidae",R.Rathbun,,Maine,,Eastport,"Webster, H. E."
669502,1880,"Animalia, Platyhelminthes, Turbellaria",R.Rathbun,,Rhode Island,,Newport,"Verrill, Addison E., Peabody Museum, Yale"
647536,1880,"Animalia, Nemertea, Enopla, Hoplonemertea, Monostilifera, Tetrastemmatidae",R.Rathbun,,Rhode Island,,Newport,"Verrill, Addison E., Peabody Museum, Yale"
745908,1880,"Animalia, Annelida, Polychaeta, Errantia, Phyllodocida, Nereidiformia, Nereididae",R.Rathbun,,Rhode Island,,Newport,"Verrill, Addison E., Peabody Museum, Yale"
298427,1880,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",R.Rathbun,,Rhode Island,,Off Newport,"Verrill, Addison E., Peabody Museum, Yale"
253704,1880,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Mysidacea",R.Rathbun,,Rhode Island,,Off Newport,"Tattersall, Walter M."
254188,1880,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Mysidacea",R.Rathbun,,Connecticut,,Mouth Of New Haven Harbor,"Tattersall, Walter M."
256047,1880,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Mysidacea",R.Rathbun,,Connecticut,,Mouth Of New Haven Harbor,"Smith, S. I."
13949395,1880,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Panopeidae",R.Rathbun,,Connecticut,,"New Haven, Mouth Of Harbor","Smith, S. I."
253887,1880,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Isopoda, Oniscidea, Ligiidae",R.Rathbun,,Rhode Island,,Off Newport,"Richardson, H."
254442,1880,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Isopoda, Oniscidea, Ligiidae",R.Rathbun,,Rhode Island,,Newport,"Richardson, H."
14785980,1880,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Pisidae",R.Rathbun,,Connecticut,,"New Haven, Mouth Of Harbor","Rathbun, R."
12948078,1880,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Carcinidae",R.Rathbun,,Rhode Island,,Newport,"Rathbun, Mary Jane, Smithsonian Institution"
12948063,1880,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Carcinidae",R.Rathbun,,Rhode Island,,Newport,"Rathbun, Mary Jane, Smithsonian Institution"
12948179,1880,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Carcinidae",R.Rathbun,,Rhode Island,,Newport,"Rathbun, Mary Jane, Smithsonian Institution"
12947960,1880,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Carcinidae",R.Rathbun,,Rhode Island,,Newport,"Rathbun, Mary Jane, Smithsonian Institution"
13347427,1880,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Pinnotheridae",R.Rathbun,,Rhode Island,,Off Newport,"Rathbun, Mary Jane, Smithsonian Institution"
260997,1880,"Animalia, Arthropoda, Crustacea, Maxillopoda, Cirripedia, Thoracica, Balaniformes, Balanomorpha, Balanidae",R.Rathbun,,Rhode Island,,Off Newport,"Pilsbry, Henry A."
260418,1880,"Animalia, Arthropoda, Crustacea, Maxillopoda, Cirripedia, Thoracica, Balaniformes, Balanomorpha, Balanidae",R.Rathbun,,Connecticut,,"New Haven, Lavin Rock","Pilsbry, Henry A."
255064,1880,"Animalia, Arthropoda, Crustacea, Maxillopoda, Cirripedia, Thoracica, Balaniformes, Balanomorpha, Balanidae",R.Rathbun,,Connecticut,,"New Haven, Lavin Rock","Pilsbry, Henry A."
259421,1880,"Animalia, Arthropoda, Crustacea, Maxillopoda, Cirripedia, Thoracica, Balaniformes, Balanomorpha, Balanidae",R.Rathbun,,Connecticut,,"New Haven, Lavin Rock","Pilsbry, Henry A."
253500,1880,"Animalia, Arthropoda, Crustacea, Maxillopoda, Cirripedia, Thoracica, Balaniformes, Balanomorpha, Balanidae",R.Rathbun,,Connecticut,,"New Haven, Lavin Rock","Pilsbry, Henry A."
105248,1880,"Animalia, Arthropoda, Crustacea, Maxillopoda, Cirripedia, Thoracica, Balaniformes, Balanomorpha, Balanidae",R.Rathbun,,Rhode Island,,Newport,"Pilsbry, Henry A."
683280,1880,"Animalia, Annelida, Polychaeta, Errantia, Phyllodocida, Nereidiformia, Nereididae",R.Rathbun,,Connecticut,,"New Haven, Lavin Rock","Pettibone, Marian H., Smithsonian Institution, National Museum of Natural History"
683291,1880,"Animalia, Annelida, Polychaeta, Errantia, Phyllodocida, Nereidiformia, Nereididae",R.Rathbun,,Connecticut,,"New Haven Harbor, Mouth Of New Haven Harbor","Pettibone, Marian H., Smithsonian Institution, National Museum of Natural History"
778357,1880,"Animalia, Annelida, Polychaeta, Sedentaria, Scolecida, Orbiniidae",R.Rathbun,,Rhode Island,,Newport,"Pettibone, Marian H., Smithsonian Institution, National Museum of Natural History"
775918,1880,"Animalia, Annelida, Polychaeta, Sedentaria, Canalipalpata, Spionida, Spioniformia, Spionidae",R.Rathbun,,Rhode Island,,Newport,"Pettibone, Marian H., Smithsonian Institution, National Museum of Natural History"
778807,1880,"Animalia, Annelida, Polychaeta, Sedentaria, Canalipalpata, Spionida, Spioniformia, Spionidae",R.Rathbun,,Rhode Island,,Newport,"Pettibone, Marian H., Smithsonian Institution, National Museum of Natural History"
770127,1880,"Animalia, Annelida, Polychaeta, Errantia, Phyllodocida, Phyllodociformia, Phyllodocidae, Eteoninae",R.Rathbun,,Rhode Island,,Newport,"Pettibone, Marian H., Smithsonian Institution, National Museum of Natural History"
6125,1880,"Animalia, Bryozoa",R.Rathbun,,Maine,,Eastport,"Osburn, R. C."
6137,1880,"Animalia, Bryozoa",R.Rathbun,,Maine,,Eastport,"Osburn, R. C."
6138,1880,"Animalia, Bryozoa",R.Rathbun,,Maine,,Eastport,"Osburn, R. C."
6139,1880,"Animalia, Bryozoa",R.Rathbun,,Maine,,Eastport,"Osburn, R. C."
6140,1880,"Animalia, Bryozoa",R.Rathbun,,Maine,,Eastport,"Osburn, R. C."
6142,1880,"Animalia, Bryozoa",R.Rathbun,,Maine,,Eastport,"Osburn, R. C."
6144,1880,"Animalia, Bryozoa",R.Rathbun,,Maine,,Eastport,"Osburn, R. C."
6146,1880,"Animalia, Bryozoa",R.Rathbun,,Maine,,Eastport,"Osburn, R. C."
6147,1880,"Animalia, Bryozoa",R.Rathbun,,Maine,,Eastport,"Osburn, R. C."
6152,1880,"Animalia, Bryozoa",R.Rathbun,,Maine,,Eastport,"Osburn, R. C."
6162,1880,"Animalia, Bryozoa",R.Rathbun,,Maine,,Eastport,"Osburn, R. C."
6165,1880,"Animalia, Bryozoa",R.Rathbun,,Maine,,Eastport,"Osburn, R. C."
6166,1880,"Animalia, Bryozoa",R.Rathbun,,Maine,,Eastport,"Osburn, R. C."
6124,1880,"Animalia, Bryozoa",R.Rathbun,,Maine,,Eastport,"Osburn, R. C."
5811,1880,"Animalia, Bryozoa",R.Rathbun,,Rhode Island,,Newport,"Osburn, R. C."
6164,1880,"Animalia, Bryozoa",R.Rathbun,,Maine,,Eastport,"Osburn, R. C."
240885,1880,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Isopoda, Flabellifera, Sphaeromatidae",R.Rathbun,,Connecticut,,"Savin Rock, New Haven","Harger, O."
240990,1880,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Isopoda, Asellota, Janiridae",R.Rathbun,,Connecticut,,"New Haven, Lavin Rock","Harger, O."
612251,1880,"Animalia, Chordata, Urochordata, Ascidiacea, Pleurogona, Stolidobranchia, Pyuridae",R.Rathbun,,Rhode Island,,Newport,"Cole, Linda L., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
612252,1880,"Animalia, Chordata, Urochordata, Ascidiacea, Pleurogona, Stolidobranchia, Pyuridae",R.Rathbun,,Rhode Island,,Newport,"Cole, Linda L., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
612268,1880,"Animalia, Chordata, Urochordata, Ascidiacea, Enterogona, Aplousobranchia, Didemnidae",R.Rathbun,,Rhode Island,,Newport,"Cole, Linda L., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
612266,1880,"Animalia, Chordata, Urochordata, Ascidiacea, Pleurogona, Stolidobranchia, Molgulidae",R.Rathbun,,Rhode Island,,Newport,"Cole, Linda L., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
612267,1880,"Animalia, Chordata, Urochordata, Ascidiacea, Enterogona, Phlebobranchia, Ascidiidae",R.Rathbun,,Rhode Island,,Newport,"Cole, Linda L., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
261429,1880,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Nephropidae",R.Rathbun,,Massachusetts,,Boston,
22323,1880,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Conica, Sertulariidae",R.Rathbun,,Maine,,Eastport,
17935,1880,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Conica, Sertulariidae",R.Rathbun,,Maine,,Eastport,
17178,1880,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Conica, Sertulariidae",R.Rathbun,,Maine,,Eastport,
30837,1880,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Conica, Sertulariidae",R.Rathbun,,Maine,,Eastport,
560925,1880,"Animalia, Mollusca, Bivalvia, Mytilidae",R.Rathbun,,Rhode Island,,Newport,
14643,1880,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Anthoathecatae, Filifera, Hydractiniidae",R.Rathbun,,Connecticut,,"New Haven, Mouth Of Harbor",
605203,1880,"Animalia, Porifera",R.Rathbun,,Rhode Island,,Newport,
41219,1880,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Conica, Plumulariidae",R.Rathbun,,Rhode Island,,Newport,
43502,1880,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Conica, Plumulariidae",R.Rathbun,,Rhode Island,,Newport,
13956108,1880,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Panopeidae",R.Rathbun,,Connecticut,,"New Haven, Mouth Of Harbor",
14495,1880,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Conica, Haleciidae",R.Rathbun,,Connecticut,,"New Haven, Mouth Of Harbor",
41386,1880,"Animalia, Cnidaria, Hydrozoa",R.Rathbun,,Rhode Island,,Newport,
14493,1880,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Proboscidoidea, Campanulariidae",R.Rathbun,,Rhode Island,,Newport,
30847,1880,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Conica, Sertulariidae",R.Rathbun,,Rhode Island,,Newport,
14785922,1880,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Pisidae",R.Rathbun,,Connecticut,,"New Haven, Mouth Of Harbor",
263593,1881,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Harpacticoida, Ectinosomatidae",R.Rathbun,,Massachusetts,,"Woods Hole, Little Harbor","Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
263770,1881,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Harpacticoida, Thalestridae",R.Rathbun,,Massachusetts,,"Woods Hole, Little Harbor","Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
264122,1881,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Harpacticoida, Thalestridae",R.Rathbun,,Massachusetts,,"Woods Hole, Little Harbor","Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
264124,1881,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Harpacticoida, Ectinosomatidae",R.Rathbun,,Massachusetts,,"Woods Hole, Little Harbor","Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
264129,1881,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Harpacticoida, Ectinosomatidae",R.Rathbun,,Massachusetts,,"Woods Hole, Little Harbor","Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
264131,1881,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Harpacticoida, Thalestridae",R.Rathbun,,Massachusetts,,"Woods Hole, Little Harbor","Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
263643,1881,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Calanoida, Pseudodiaptomidae",R.Rathbun,,Massachusetts,,"Woods Hole, Great Harbor","Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
263668,1881,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Harpacticoida, Tegastidae",R.Rathbun,,Massachusetts,,"Woods Hole, Great Harbor","Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
264116,1881,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Harpacticoida, Metidae",R.Rathbun,,Massachusetts,,"Woods Hole, Little Harbor","Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
272474,1881,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Calanoida, Diaptomidae",R.Rathbun,,Massachusetts,,Woods Hole,"Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
263644,1881,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Cyclopoida, Cyclopidae",R.Rathbun,,Massachusetts,,"Woods Hole, Fresh-Water Pond","Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
263642,1881,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Calanoida, Diaptomidae",R.Rathbun,,Massachusetts,,"Woods Hole, Fresh-Water Pond","Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
263645,1881,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Cyclopoida, Cyclopidae",R.Rathbun,,Massachusetts,,"Woods Hole, Fresh-Water Pond","Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
